0: 24/161
1584: 19'1/6
1585: 18'2/3
1586: 2'1/4
1587: 17'3/8
1588: 5'81/124
1589: 8'2/5
1590: 36'5/12
1591: 7'13/28
1592: 2'4/5
1593: 1'251/312
1594: 2'61/64
1595: 10'1/2
1596: 10'2/3
1597: 13'15/28
1598: 9'97/152
1599: 7'127/152
1600: 4'13/21
1601: 2/37
1602: 3'43/72
1603: 8'107/415
1604: 80
1605: 6'5/12
1606: 4'4/15
1607: 7'19/28
1608: 14'1/6
1609: 4'4/7
1610: 42'1/2
1611: 1/10
1612: 5/44
1613: 15'1/30
1614: 6'1/6
1615: 17'1/2
1616: 49'7/24
1617: 8'13/77
1618: 1'5/14
1619: 49
1620: 3'1/30
1621: 4'5/9
1622: 41/64
1623: 2'19/400
1624: 2'7/9
1625: 63'13/14
1626: 7'13/28
1627: 43'1/14
1628: 2/15
1629: 10'5/7
1630: 4
1631: 5
1632: 2'4/5
1633: 405/1088
1634: 7'1/42
1635: 5'7/40
1636: 16
1637: 4'60/77
1638: 6'1/2
1639: 7'81/112
1640: 6'1/4
1641: 54
1642: 14'1/3
1643: 11'5/7
1644: 2'20/31
1645: 6'1/10
1646: 27
1647: 3/8
1648: 16
1649: 50'4/15
1650: 20/69
1651: 1'19/40
1652: 4'76/159
1653: 722'7/12
1654: 4'233/413
1655: 4'43/126
1656: 19'61/63
1657: 9'2/9
1658: 3/7
1659: 54'5/6
1660: 4'43/168
1661: 32'5/21
1662: 35/288
1663: 9/17
1664: 29'5/9
1665: 1'1/3
1666: 8'1/14
1667: 6'103/111
1668: 3'11/24
1669: 35'5/6
1670: 2'1/15
1671: 16'1/21
1672: 2'19/430
1673: 11'13/168
1674: 12/175
1675: 2'2/5
1676: 43'23/30
1677: 8
1678: 6'1/18
1679: 23'37/80
1680: 1'1/15
1681: 141/490
1682: 15'2/3
1683: 28'1/3
1684: 9
1685: 11'23/50
1686: 23'3/14
1687: 139'1/3
1688: 2'19/21
1689: 4/57
1690: 15'184/189
1691: 8/81
1692: 2'3/11
1693: 35/36
1694: 1'3/4
1695: 7'15/22
1696: 41/90
1697: 125/1296
1698: 29/80
1699: 16
1700: 64'13/18
1701: 2'1/3
1702: 167/198
1703: 12'2/7
1704: 30'2/5
1705: 66'43/45
1706: 57
1707: 5'14/15
1708: 4'9/11
1709: 3'38/225
1710: 17'1/6
1711: 2'457/624
1712: 15
1713: 24/55
1714: 84'25/36
1715: 2'5/28
1716: 19'1/2
1717: 141'2/3
1718: 7'5/7
1719: 91/855
1720: 9'101/130
1721: 1'9/77
1722: 1'26/59
1723: 4'3/7
1724: 149'38/63
1725: 1'181/198
1726: 4/9
1727: 22'11/84
1728: 18'3/14
1729: 2
1730: 25/98
1731: 151'1/5
1732: 3/4
1733: 33/64
1734: 4'11/12
1735: 19'11/40
1736: 9'21/22
1737: 6'2/3
1738: 30
1739: 10'1/2
1740: 6'17/18
1741: 16'5/6
1742: 4'17/28
1743: 27/196
1744: 4/55
1745: 8'11/72
1746: 3'2/7
1747: 13/35
1748: 1'1/9
1749: 2'81/86
1750: 7'4/9
1751: 21'4/5
1752: 10'2/3
1753: 2'91/510
1754: 22'1/6
1755: 35/57
1756: 9'5/24
1757: 1'101/301
1758: 7'1/12
1759: 163'7/9
1760: 5'6/13
1761: 9/104
1762: 3'7/9
1763: 64'1/2
1764: 3'1/3
1765: 5'5/7
1766: 65'1/12
1767: 7'71/238
1768: 2'2/5
1769: 34'1/8
1770: 8'39/56
1771: 143'1/10
1772: 6'2/3
1773: 17'1/3
1774: 4'13/15
1775: 4'3/4
1776: 4'7/58
1777: 5/48
1778: 4'8/45
1779: 1'1/2
1780: 10'62/105
1781: 1'5/6
1782: 3'1/3
1783: 57'11/36
1784: 67'1/7
1785: 6'2/5
1786: 7'41/72
1787: 3'2/9
1788: 44
1789: 30'26/315
1790: 7'19/27
1791: 3'1/11
1792: 17'4/5
1793: 43'1/15
1794: 8'5/12
1795: 4'23/32
1796: 8'85/342
1797: 40'27/28
1798: 8'1/6
1799: 46'1/10
1800: 159'13/45
1801: 8'5/76
1802: 6'11/72
1803: 43'6/7
1804: 13'2/3
1805: 3'23/40
1806: 3/800
1807: 9'29/84
1808: 23'3/5
1809: 32'1/5
1810: 3'1/2
1811: 23/28
1812: 2'93/196
1813: 11'1/12
1814: 28'2/3
1815: 231/1615
1816: 6'31/63
1817: 8'21/32
1818: 56/99
1819: 2'1/6
1820: 2'653/720
1821: 6'43/72
1822: 7'23/28
1823: 6'169/204
1824: 5'5/12
1825: 6'10/39
1826: 13'5/6
1827: 9'1/21
1828: 1'3/4
1829: 25/56
1830: 20/111
1831: 7'56/59
1832: 4'3/8
1833: 206'2/3
1834: 12'3/4
1835: 5'4/9
1836: 3'3/7
1837: 12'1/2
1838: 8'419/474
1839: 49'67/72
1840: 7'104/245
1841: 12'5/18
1842: 13'14/45
1843: 56
1844: 7'1124/1305
1845: 4'55/152
1846: 8'61/190
1847: 3'13/48
1848: 12'1/6
1849: 5'415/423
1850: 30'21/40
1851: 8'127/280
1852: 8'719/1485
1853: 12
1854: 7'76/105
1855: 1'8/17
1856: 72/1265
1857: 7'13/18
1858: 6'31/112
1859: 3'13/35
1860: 2'163/266
1861: 7'41/235
1862: 7/20
1863: 1/21
1864: 15
1865: 213/280
1866: 7/736
1867: 2'29/36
1868: 7'681/980
1869: 5'3/20
1870: 15'1/2
1871: 133/1080
1872: 7'13/63
1873: 77'1/5
1874: 32'1/9
1875: 7/8
1876: 23'15/224
1877: 8'1/8
1878: 37'1/6
1879: 222'8/9
1880: 6'417/460
1881: 10'1/28
1882: 5'395/558
1883: 19/24
1884: 5/72
1885: 6'2/3
1886: 4'7/24
1887: 9/20
1888: 20'1/12
1889: 12'2/35
1890: 6'5/9
1891: 72
1892: 1'1/10
1893: 34'4/5
1894: 43'29/30
1895: 4'5/6
1896: 55'15/16
1897: 77'35/36
1898: 3'125/168
1899: 25/66
1900: 3'40/51
1901: 1'872/915
1902: 5'13/138
1903: 104/609
1904: 13/63
1905: 70'13/14
1906: 202'2/9
1907: 29'3/5
1908: 2'2/9
1909: 3/35
1910: 28/531
1911: 4'23/36
1912: 41/987
1913: 2'173/504
1914: 5'5/56
1915: 4'1/18
1916: 16'13/60
1917: 7'7/11
1918: 7'3/20
1919: 1'13/62
1920: 3'5/12
1921: 2'2/5
1922: 6'1/2
1923: 15'1/5
1924: 8'67/81
1925: 47'2/7
1926: 12'8/15
1927: 8'1/4
1928: 2'23/37
1929: 4'25/32
1930: 3'7/20
1931: 8'1/8
1932: 5'761/1320
1933: 9'3/7
1934: 5'201/340
1935: 5'43/49
1936: 20'1/24
1937: 6'33/56
1938: 2'31/63
1939: 2'13/90
1940: 1'1/2
1941: 57'5/6
1942: 15/104
1943: 10'2/5
1944: 8'1/15
1945: 7'1/6
1946: 75'11/30
1947: 30'31/56
1948: 1/6
1949: 7'3/10
1950: 4
1951: 3'22/35
1952: 6'59/205
1953: 4'13/15
1954: 7'7/45
1955: 9/185
1956: 864/21385
1957: 14'17/21
1958: 272
1959: 1'7/9
1960: 7'1/3
1961: 10'2/21
1962: 2'2/3
1963: 2
1964: 2'13/16
1965: 10'1/4
1966: 3'6/7
1967: 2'5/9
1968: 9'23/108
1969: 16'1/8
1970: 10'73/105
1971: 1'1/57
1972: 7'33/112
1973: 5'2/3
1974: 2'431/1240
1975: 2'6/25
1976: 1'1/18
1977: 1'12/35
1978: 3'261/329
1979: 153/200
1980: 42'19/48
1981: 126/437
1982: 13'5/7
1983: 10'5/6
1984: 53/87
1985: 1/8
1986: 71'4/5
1987: 2'27/185
1988: 5'15/29
1989: 8'7/8
1990: 39'49/160
1991: 94'4/7
1992: 13/14
1993: 3'25/51
1994: 6'1/20
1995: 7'2/3
1996: 1'13/57
1997: 63'7/8
1998: 3'11/21
1999: 16'11/24
2000: 11
2001: 17/189
2002: 4/5
2003: 8'25/66
2004: 49/608
2005: 6'25/36
2006: 4'19/60
2007: 3'5/9
2008: 8'49/72
2009: 7'7/15
2010: 1'343/360
2011: 25/63
2012: 3'11/14
2013: 74'2/3
2014: 9'41/84
2015: 10'1/8
2016: 3'22/31
2017: 97'1/8
2018: 17'2/15
2019: 27'37/40
2020: 2'14/23
2021: 12'19/45
2022: 99/152
2023: 3'39/55
2024: 8'160/539
2025: 28'1/3
2026: 35/68
2027: 2'1/3
2028: 47'1/2
2029: 5/57
2030: 5'5/27
2031: 13'8/21
2032: 9'11/21
2033: 3'5/21
2034: 32'1/2
2035: 3'9/20
2036: 9'16/35
2037: 8'69/70
2038: 2'62/63
2039: 6'8/9
2040: 1'31/200
2041: 14'4/7
2042: 135/616
2043: 1/40
2044: 54'1/2
2045: 7'64/99
2046: 8'67/105
2047: 12'25/84
2048: 18'19/20
2049: 4'3/4
2050: 1'3/14
2051: 45'49/120
2052: 7'499/3420
2053: 3'529/756
2054: 76'9/16
2055: 17'2/3
2056: 13'1/3
2057: 14'5/18
2058: 3'7/15
2059: 8'15/154
2060: 17/21
2061: 407
2062: 90'1/7
2063: 1'3/1295
2064: 4'7/15
2065: 26'3/5
2066: 9'118/185
2067: 6'1/3
2068: 8'15/16
2069: 1'9/14
2070: 1'607/920
2071: 21/128
2072: 448/585
2073: 7/8
2074: 3/4
2075: 8'5/16
2076: 3'7/40
2077: 11/45
2078: 1/11
2079: 27'9/10
2080: 10'67/72
2081: 1/3
2082: 35'23/72
2083: 3'245/536
2084: 66'1/42
2085: 14'4/5
2086: 3'1/3
2087: 11/18
2088: 6'41/57
2089: 3'5/6
2090: 684/1715
2091: 86'3/10
2092: 18'1/36
2093: 27/440
2094: 7'11/21
2095: 12'1/36
2096: 38'59/112
2097: 53'227/252
2098: 4'4/27
2099: 12/65
2100: 1'49/178
2101: 10'32/63
2102: 81/203
2103: 7'19/148
2104: 39'23/45
2105: 21'2/3
2106: 85'20/21
2107: 4
2108: 45/128
2109: 4'5/19
2110: 9'7/18
2111: 15'2/45
2112: 7/78
2113: 22/1071
2114: 5/72
2115: 3'7/18
2116: 3/40
2117: 13'7/45
2118: 7/8
2119: 33'113/135
2120: 182/477
2121: 43'11/42
2122: 3'689/1736
2123: 1'44/57
2124: 12/77
2125: 5'6/29
2126: 60'1/4
2127: 15'11/21
2128: 22
2129: 21/40
2130: 105/806
2131: 9/40
2132: 2'19/39
2133: 3/304
2134: 3'2662/3555
2135: 12'1/4
2136: 31'92/105
2137: 1'31/111
2138: 27/400
2139: 7'5/112
2140: 6'3/8
2141: 1
2142: 4'89/186
2143: 2'31/72
2144: 10'58/63
2145: 57/265
2146: 8'3/4
2147: 6'4/9
2148: 2'1/4
2149: 243/6853
2150: 71'13/28
2151: 11'17/30
2152: 6'71/72
2153: 16'1/7
2154: 6'1/3
2155: 4'59/81
2156: 8'1/36
2157: 23'11/36
2158: 8'107/180
2159: 4'20/49
2160: 9'1/3
2161: 1'25/27
2162: 78/319
2163: 8'1/90
2164: 7'35/124
2165: 18'3/4
2166: 13'13/24
2167: 205/3626
2168: 2/9
2169: 8'7/12
2170: 3
2171: 3'1/42
2172: 5'3/4
2173: 14'23/42
2174: 13/76
2175: 327'1/4
2176: 46'1/14
2177: 11'17/35
2178: 30'1/6
2179: 12'3/5
2180: 1/2
2181: 23'5/8
2182: 14'2/15
2183: 5/54
2184: 7/188
2185: 24'79/180
2186: 7'4/7
2187: 4'1/12
2188: 7'267/287
2189: 6'4/9
2190: 22'1/2
2191: 376/539
2192: 36/67
2193: 65
2194: 4'13/45
2195: 3'1/6
2196: 63/472
2197: 6'2/15
2198: 17'23/63
2199: 9'4/45
2200: 30'1/21
2201: 18'6/7
2202: 5'2/3
2203: 6'1/14
2204: 5'101/114
2205: 4'27/40
2206: 58'5/6
2207: 4'1/115
2208: 60'1/8
2209: 12/17
2210: 76'1/2
2211: 21/305
2212: 36'209/216
2213: 7'43/72
2214: 2'3/20
2215: 5'7/9
2216: 59'1/7
2217: 10'5/6
2218: 2'49/75
2219: 9'22/45
2220: 105/352
2221: 1'217/320
2222: 5'8/13
2223: 164/171
2224: 1'41/100
2225: 2'3/5
2226: 73
2227: 14'1/4
2228: 6'123/448
2229: 38'4/9
2230: 24'3/4
2231: 1'4/21
2232: 8/63
2233: 1'51/56
2234: 4'3/4
2235: 92/171
2236: 3/8
2237: 12/13
2238: 5'1/2
2239: 1'32/63
2240: 7'61/300
2241: 9
2242: 8'67/231
2243: 76'9/20
2244: 1'1/20
2245: 17'5/6
2246: 10'1/3
2247: 1
2248: 105/656
2249: 5'5/6
2250: 1'1/2
2251: 8'12/35
2252: 1'52/129
2253: 17'5/9
2254: 2'1/2
2255: 21'3/5
2256: 8'7/18
2257: 4'53/72
2258: 1'5/8
2259: 6'1/12
2260: 4'23/42
2261: 7'13/14
2262: 6'19/28
2263: 19/255
2264: 22/405
2265: 8'79/216
2266: 43/190
2267: 3'59/357
2268: 15'7/10
2269: 1'19/36
2270: 19'1/6
2271: 8'9/82
2272: 135/1624
2273: 3'47/105
2274: 7'8/21
2275: 5'7/12
2276: 9'65/252
2277: 15/116
2278: 11'1/2
2279: 25'7/12
2280: 2'25/28
2281: 7'7/80
2282: 43'7/8
2283: 7'199/288
2284: 23'1/2
2285: 2'87/212
2286: 22'19/20
2287: 1/40
2288: 1'41/423
2289: 1'3/4
2290: 5'5/8
2291: 6'1/2
2292: 24/119
2293: 41'8/9
2294: 16'59/72
2295: 1'35/117
2296: 28'5/14
2297: 19'7/9
2298: 42'227/280
2299: 2'3/7
2300: 12'2/3
2301: 8'1/2
2302: 3'17/84
2303: 14'13/42
2304: 5'5/42
2305: 523'1/4
2306: 31/66
2307: 18'27/32
2308: 4'73/184
2309: 2'85/171
2310: 5/6
2311: 9'6/7
2312: 1'25/78
2313: 9'57/73
2314: 47'1/8
2315: 1'3/10
2316: 56/65
2317: 52/265
2318: 1'38/45
2319: 17
2320: 367'1/2
2321: 5'197/252
2322: 5'16/115
2323: 8'145/204
2324: 15'1/2
2325: 2'199/249
2326: 105/1216
2327: 2/91
2328: 23'1/4
2329: 5'1/3
2330: 8'29/126
2331: 3'7/51
2332: 6'3/20
2333: 3'23/72
2334: 15'3/4
2335: 5'17/20
2336: 11'2/3
2337: 33'5/7
2338: 3'1/8
2339: 84'1/9
2340: 3'7/128
2341: 5'3/7
2342: 5'73/312
2343: 21/92
2344: 6'1/14
2345: 10'25/63
2346: 1'1/4
2347: 30/31
2348: 1'1/300
2349: 11'31/40
2350: 2'1/2
2351: 10'5/8
2352: 5'5/14
2353: 2'1/35
2354: 8/135
2355: 17'5/6
2356: 6'7/9
2357: 34'1/2
2358: 59'7/9
2359: 4'151/252
2360: 3'17/24
2361: 5'26/35
2362: 45/266
2363: 4/221
2364: 17'51/56
2365: 85/203
2366: 5'4/5
2367: 2'16/45
2368: 4'17/78
2369: 38'1/6
2370: 506'25/36
2371: 35'5/6
2372: 12'2/3
2373: 9'50/119
2374: 9'5/72
2375: 10'3/4
2376: 2'11/15
2377: 5'1/3
2378: 6'29/35
2379: 1'52/95
2380: 15'8/15
2381: 57
2382: 36'43/45
2383: 7'5/9
2384: 9'1/27
2385: 41'1/2
2386: 1'43/64
2387: 19'19/21
2388: 3'7/15
2389: 23'83/84
2390: 167'6/7
2391: 195
2392: 6'1/2
2393: 7'1/2
2394: 16'1/6
2395: 4'1/4
2396: 89/156
2397: 1'89/102
2398: 7'9/31
2399: 6'7/10
2400: 25'3/14
2401: 5'14/19
2402: 9'23/40
2403: 10'5/18
2404: 3'136/369
2405: 8'3/8
2406: 1/14
2407: 2'1/2
2408: 10'9/10
2409: 14/53
2410: 22'23/24
2411: 11'1/3
2412: 5
2413: 9'279/350
2414: 72/209
2415: 11'1/3
2416: 7'25/56
2417: 1'112/153
2418: 4'1/36
2419: 19/26
2420: 16/21
2421: 34'1/5
2422: 24'27/28
2423: 7'2/9
2424: 1'3/28
2425: 2'17/24
2426: 1'134/665
2427: 3'5/6
2428: 7'6/31
2429: 8'43/45
2430: 1'3/8
2431: 7'44/351
2432: 19'1/6
2433: 10
2434: 3'723/1184
2435: 1'1/12
2436: 31'3/8
2437: 6'3/10
2438: 9'107/632
2439: 6'89/140
2440: 3'1/4
2441: 8'19/24
2442: 18'3/4
2443: 8'1/46
2444: 31/154
2445: 63/338
2446: 1'13/85
2447: 15'9/28
2448: 5'1/6
2449: 7'401/765
2450: 27'17/18
2451: 5'9/10
2452: 49/52
2453: 9'139/315
2454: 10'7/10
2455: 26'5/21
2456: 8'4/63
2457: 12'17/36
2458: 8'38/45
2459: 8/975
2460: 27/56
2461: 9'27/34
2462: 10'1/4
2463: 5'1/2
2464: 31'5/6
2465: 11'2/9
2466: 20'1/12
2467: 8'16/35
2468: 9'2/7
2469: 43/44
2470: 12'27/40
2471: 47'5/6
2472: 265'9/28
2473: 4'92/135
2474: 11'11/15
2475: 1152/2405
2476: 9'8/9
2477: 10'5/21
2478: 10/27
2479: 3'11/150
2480: 56'19/40
2481: 6'5/7
2482: 6/7
2483: 1/8
2484: 5/27
2485: 11'19/24
2486: 4'31/42
2487: 4'1/2
2488: 1
2489: 9'1/6
2490: 1'43/450
2491: 4'17/42
2492: 3'575/609
2493: 13'27/35
2494: 67/85
2495: 189/2480
2496: 5'1/6
2497: 21'1/9
2498: 6'1/2
2499: 11'2/3
2500: 7'5/23
2501: 75'3/5
2502: 19'19/84
2503: 29'1/4
2504: 8'11/49
2505: 6'23/40
2506: 8'3/7
2507: 14'1/3
2508: 458'1/3
2509: 1'23/153
2510: 7
2511: 7
2512: 2'1/2
2513: 32'4/25
2514: 11/112
2515: 13'2/3
2516: 3'463/495
2517: 456/12985
2518: 1/10
2519: 5'107/112
2520: 4/15
2521: 1'34/39
2522: 20'2/3
2523: 16'11/56
2524: 8/9
2525: 4'20/27
2526: 6'53/71
2527: 6'2/3
2528: 146'7/48
2529: 19'2/3
2530: 21'13/15
2531: 30
2532: 2'51/56
2533: 17'1/4
2534: 11'3/8
2535: 2/25
2536: 24'3/7
2537: 16'1/2
2538: 6'5/18
2539: 7/18
2540: 5'1/12
2541: 3'25/42
2542: 38
2543: 1/15
2544: 7'1/2
2545: 2'1/2
2546: 2'5/12
2547: 13/42
2548: 141'2/3
2549: 15/22
2550: 27/28
2551: 5'1/8
2552: 37'1/2
2553: 4'1/2
2554: 24
2555: 10'1/3
2556: 3'173/315
2557: 89'29/72
2558: 573'2/9
2559: 8'18/19
2560: 2/25
2561: 64/897
2562: 1/7
2563: 5'1/4
2564: 7'143/276
2565: 14/225
2566: 5'1/2
2567: 8'9/10
2568: 6'5/36
2569: 24'5/8
2570: 15'133/160
2571: 7'11/27
2572: 13/21
2573: 6'17/18
2574: 6'1/9
2575: 60'5/7
2576: 4'268/273
2577: 5'2/5
2578: 35'157/288
2579: 6'23/36
2580: 8'5/12
2581: 4'2/3
2582: 4'1/6
2583: 7/20
2584: 3'8/63
2585: 1/203
2586: 12'10/63
2587: 25/77
2588: 15/19
2589: 10
2590: 31'1/63
2591: 7'3/4
2592: 11'1/8
2593: 36/455
2594: 8/413
2595: 5'33/119
2596: 66'11/21
2597: 40'34/45
2598: 18
2599: 5'11/17
2600: 34'13/30
2601: 3'18/35
2602: 1'252/325
2603: 17'1/18
2604: 16'29/36
2605: 3'5/6
2606: 5'17/30
2607: 7/20
2608: 9'1/3
2609: 16'13/36
2610: 4/9
2611: 7'1/6
2612: 38'7/36
2613: 3'1/84
2614: 47'1/18
2615: 6/13
2616: 3'2/9
2617: 21'2/5
2618: 16'1/2
2619: 6'123/196
2620: 22'3/4
2621: 7'37/116
2622: 1/6
2623: 5'3/8
2624: 67'1/10
2625: 63'13/15
2626: 4'4/5
2627: 27'5/21
2628: 3'19/40
2629: 77'7/9
2630: 14'1/4
2631: 9'17/20
2632: 25'29/63
2633: 45'3/14
2634: 2'47/84
2635: 7'103/108
2636: 4'7/8
2637: 33'1/63
2638: 12'9/16
2639: 1'17/105
2640: 11/12
2641: 25'28/45
2642: 4'2/5
2643: 153/448
2644: 6'20/33
2645: 9'80/207
2646: 142/231
2647: 5/22
2648: 3'23/24
2649: 2'4/117
2650: 31'83/120
2651: 1'7/12
2652: 4'17/20
2653: 70
2654: 297/361
2655: 1'7/16
2656: 12'16/35
2657: 7'141/172
2658: 43'21/64
2659: 11'59/126
2660: 19/21
2661: 3'1/24
2662: 1'29/168
2663: 5'151/210
2664: 7'58/63
2665: 16/91
2666: 11'49/120
2667: 63
2668: 23'69/112
2669: 3/20
2670: 1'9/10
2671: 1'31/51
2672: 9'16/21
2673: 50'26/63
2674: 105/11024
2675: 3'67/159
2676: 4'3/5
2677: 8'51/56
2678: 5'4/7
2679: 8'8/147
2680: 6'79/198
2681: 364/675
2682: 6'4/9
2683: 7'3/5
2684: 12
2685: 10'47/56
2686: 8'5/34
2687: 8'5/7
2688: 4/329
2689: 5/6
2690: 1'11/28
2691: 8'1/7
2692: 8'59/140
2693: 7'21/38
2694: 125/952
2695: 4'25/81
2696: 11/18
2697: 17/108
2698: 10'3/8
2699: 4'19/28
2700: 18'2/3
2701: 192
2702: 2548/18981
2703: 4'212/315
2704: 11/105
2705: 16'5/6
2706: 2'47/52
2707: 5'379/518
2708: 1'1/9
2709: 18'3/5
2710: 3'3/28
2711: 47/56
2712: 14
2713: 27'37/216
2714: 7'17/84
2715: 14'7/12
2716: 6'92/585
2717: 36'65/84
2718: 25/34
2719: 12'1/12
2720: 17'2/7
2721: 2'4/5
2722: 17/48
2723: 27
2724: 2'11/12
2725: 8'1/12
2726: 2'5/21
2727: 6'5/23
2728: 2'1/8
2729: 73'23/30
2730: 512/4575
2731: 1'11/15
2732: 8'16/55
2733: 17'7/8
2734: 6'7/15
2735: 269'1/2
2736: 4'7/8
2737: 3'2/3
2738: 13'5/12
2739: 141/152
2740: 72'1/2
2741: 5'1/19
2742: 7'1/45
2743: 5'5/6
2744: 7'5/6
2745: 65/112
2746: 7'1/3
2747: 11'14/25
2748: 43'4/9
2749: 6'863/924
2750: 17/126
2751: 5'11/12
2752: 7'10/17
2753: 14'13/45
2754: 397'1/2
2755: 23'55/63
2756: 1'7/18
2757: 9'3/7
2758: 7'5/63
2759: 8/53
2760: 22/85
2761: 8'265/852
2762: 36'1/7
2763: 13
2764: 48/85
2765: 85'5/9
2766: 1'87/91
2767: 5/258
2768: 82'4/7
2769: 61'43/56
2770: 5'1/6
2771: 9/464
2772: 2'811/846
2773: 8'7/36
2774: 0
2775: 9'5/6
2776: 42'55/63
2777: 9'5/6
2778: 3'17/45
2779: 3'1/28
2780: 9'1/2
2781: 76'4/7
2782: 4'27/38
2783: 5'95/282
2784: 44
2785: 12'5/8
2786: 6'3/4
2787: 255/4928
2788: 5/9
2789: 2'17/21
2790: 65'1/6
2791: 176/525
2792: 5'1/3
2793: 44/441
2794: 64'25/28
2795: 1/6
2796: 18'2/3
2797: 5/39
2798: 7'37/45
2799: 7'319/1152
2800: 8'13/25
2801: 2
2802: 6'67/90
2803: 176/2295
2804: 140'2/5
2805: 63
2806: 1/91
2807: 5'19/168
2808: 33'5/9
2809: 26'37/70
2810: 6'29/40
2811: 240
2812: 17/54
2813: 3
2814: 7'1/10
2815: 5'3/5
2816: 8'7/12
2817: 1'1/2
2818: 76'1/10
2819: 77'6/7
2820: 3'39/47
2821: 5'8/9
2822: 6'65/126
2823: 1/14
2824: 2'51/200
2825: 1/32
2826: 41'11/21
2827: 6'59/90
2828: 8'5/52
2829: 12
2830: 7'3/7
2831: 10'31/42
2832: 2'8/15
2833: 1'46/77
2834: 10'7/9
2835: 7'24/65
2836: 6'37/180
2837: 6'1/36
2838: 14'31/72
2839: 3/17
2840: 1'4/9
2841: 5'47/120
2842: 1/4
2843: 7'467/1104
2844: 4'8/21
2845: 6'1/15
2846: 10'6/7
2847: 9'9/10
2848: 78
2849: 3'29/35
2850: 3/28
2851: 8
2852: 7'1/3
2853: 5/324
2854: 8'11/128
2855: 23'5/24
2856: 7'3/16
2857: 8'11/28
2858: 1'5/6
2859: 17/168
2860: 6'5/24
2861: 4'1/3
2862: 2'20/27
2863: 6'7/15
2864: 39'41/45
2865: 7'21/32
2866: 299'1/4
2867: 68/609
2868: 18'17/84
2869: 2'5/12
2870: 2'1/4
2871: 10'3/8
2872: 4'52/57
2873: 5'3/14
2874: 72'7/12
2875: 3'8/25
2876: 6'12/215
2877: 106'2/3
2878: 35/258
2879: 24'95/126
2880: 2'1/5
2881: 17
2882: 1/6
2883: 4'13/21
2884: 6/59
2885: 2'271/360
2886: 4'1/8
2887: 6'3/8
2888: 3'58/63
2889: 43'6/7
2890: 16'99/140
2891: 12/17
2892: 3'571/675
2893: 2'13/24
2894: 45'1/15
2895: 72/125
2896: 9'2/3
2897: 87'3/7
2898: 2'3/8
2899: 14'13/36
2900: 5'19/540
2901: 215/216
2902: 29
2903: 9'9/37
2904: 6'9/20
2905: 2'5/12
2906: 18'5/21
2907: 1'35/36
2908: 7'2/5
2909: 3'5/6
2910: 2/99
2911: 25/4158
2912: 5/156
2913: 5'1/90
2914: 14/19
2915: 256/2835
2916: 32/133
2917: 4'4/63
2918: 8'7/15
2919: 121'1/3
2920: 8'3/4
2921: 3/20
2922: 16'19/56
2923: 10'3/5
2924: 75
2925: 8'1/12
2926: 11/14
2927: 3'3/56
2928: 2'1/2
2929: 10'1/12
2930: 326'5/32
2931: 44'1/24
2932: 30'2/3
2933: 5/243
2934: 483/4756
2935: 5'319/336
2936: 1152/1375
2937: 17'8/15
2938: 72/95
2939: 9'13/56
2940: 42'13/15
2941: 1/44
2942: 11/21
2943: 11'5/16
2944: 6'259/387
2945: 27/292
2946: 8'629/738
2947: 23/135
2948: 7'9/14
2949: 4'29/45
2950: 8'47/92
2951: 40'1/2
2952: 42'4/9
2953: 3/5
2954: 30'1/2
2955: 14'3/7
2956: 8'5/6
2957: 4'35/38
2958: 4'13/56
2959: 9'47/112
2960: 1'7/25
2961: 6'25/28
2962: 4'199/324
2963: 13'13/14
2964: 3'52/63
2965: 2'7/108
2966: 63/325
2967: 1539/18056
2968: 21/85
2969: 21'1/2
2970: 4'23/35
2971: 20'86/105
2972: 9'5/16
2973: 7'237/364
2974: 51
2975: 8'2/3
2976: 23'3/4
2977: 4'166/305
2978: 14'117/140
2979: 2'17/21
2980: 1'3/4
2981: 1/9
2982: 9
2983: 5'6/11
2984: 175/1088
2985: 2'11/27
2986: 5'1/24
2987: 14'2/3
2988: 6'1/8
2989: 3'5/8
2990: 6'7/15
2991: 8'103/120
2992: 5'1/6
2993: 1'2/7
2994: 27/64
2995: 21/53
2996: 20'11/20
2997: 45'27/32
2998: 73'1/3
2999: 5'11/28
3000: 33'7/12
3001: 10'16/57
3002: 567/1375
3003: 51'4/5
3004: 39'293/360
3005: 2'4/31
3006: 2'11/21
3007: 7'1/9
3008: 2'26/55
3009: 2'131/180
3010: 45'1/2
3011: 5'5/9
3012: 5'26/29
3013: 7'43/315
3014: 4'24/35
3015: 4'5/24
3016: 69/100
3017: 7'5/73
3018: 144'48/245
3019: 4'5/7
3020: 3'31/36
3021: 59'31/56
3022: 13'29/36
3023: 6
3024: 4'1/2
3025: 4'35/36
3026: 10'1/60
3027: 1/2
3028: 3/4
3029: 10'1/8
3030: 1/52
3031: 3'9/20
3032: 69'23/72
3033: 1'11/15
3034: 6'14/15
3035: 36/589
3036: 5'2/3
3037: 59'1/9
3038: 6'11/12
3039: 7'9/10
3040: 21'7/15
3041: 51'4/9
3042: 5'1/2
3043: 45'1/3
3044: 14'33/35
3045: 2'37/45
3046: 54/119
3047: 1155/7688
3048: 8'13/24
3049: 24'1/9
3050: 28
3051: 4'1/4
3052: 7'1/35
3053: 69/280
3054: 20'319/324
3055: 7'11/52
3056: 4
3057: 4'41/80
3058: 2/9
3059: 5'3/28
